item_id,item_type,item_name,det_target,det_competitor,option1,option2,option3,option4,mentioned_element,mentioned_file,unmentioned_element,unmentioned_file,picture1,picture2,picture3,picture4,question,question_file,answer_file,target_position,list,complete_answer,incomplete_answer,chunked_answer,expected_response,target,competitor,condition,DP,picture_target,picture_competitor
1,critical,wolf-dog,der,der,Wolf,Hund,holdfast,americangoldfinch,wolf,greywolf.jpg,dog,greyhound.jpg,images/greywolf.jpg,images/greyhound.jpg,images/holdfast.jpg,images/americangoldfinch.jpg,Ist das ein Bild von einem Wolf?,q_r_wolf.wav,r_t_wolf.wav,1,1,Das ist tatsächlich ein Bild von einem Wolf.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wolf.,Wolf,Wolf,Hund,reliable,indeed,greywolf.jpg,greyhound.jpg
195,critical,power-cable-ribbon,das,das,Kabel,Geschenkband,bucket01a,cane,power-cable,powercable.jpg,ribbon,ribbon04.jpg,images/powercable.jpg,images/ribbon04.jpg,images/bucket01a.jpg,images/cane.jpg,Ist das ein Bild von einem Kabel?,q_u_kabel2.wav,u_t_geschenkband.wav,3,10,Das ist tatsächlich ein Bild von einem Geschenkband.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Geschenkband.,Geschenkband,Kabel,Geschenkband,unreliable,indeed,powercable.jpg,ribbon04.jpg
196,critical,cabbage-lettuce,der,der,nailclipper03b,Kohl,Salat,pictureframe04,cabbage,cabbage.jpg,lettuce,lettuce.jpg,images/nailclipper03b.jpg,images/cabbage.jpg,images/lettuce.jpg,images/pictureframe04.jpg,Ist das ein Bild von einem Kohl?,q_u_kohl.wav,u_t_salat.wav,4,10,Das ist tatsächlich ein Bild von einem Salat.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Salat.,Salat,Kohl,Salat,unreliable,indeed,cabbage.jpg,lettuce.jpg
197,critical,handmixer-iron,der,das,balloon01b,mushroom01,Handmixer,Bügeleisen,handmixer,handmixer01d.jpg,iron,iron01b.jpg,images/balloon01b.jpg,images/mushroom01.jpg,images/handmixer01d.jpg,images/iron01b.jpg,Ist das ein Bild von einem Handmixer?,q_u_handmixer.wav,u_t_buegeleisen.wav,1,10,Das ist tatsächlich ein Bild von einem Bügeleisen.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Bügeleisen.,Bügeleisen,Handmixer,Bügeleisen,unreliable,indeed,handmixer01d.jpg,iron01b.jpg
198,critical,scale-food-processor,die,die,Küchenmaschine,syringe02,greenolive,Waage,scale,kitchenscale01a.jpg,food-processor,foodprocessor.jpg,images/foodprocessor.jpg,images/syringe02.jpg,images/greenolive.jpg,images/kitchenscale01a.jpg,Ist das ein Bild von einer Waage?,q_u_waage.wav,u_t_kuechenmachine.wav,2,10,Das ist tatsächlich ein Bild von einer Küchenmaschine.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Küchenmaschine.,Küchenmaschine,Waage,Küchenmaschine,unreliable,indeed,kitchenscale01a.jpg,foodprocessor.jpg
199,critical,headphones-hairband,der,der,Haarreifen,Kopfhörer,candy,leek,headphones,headphones02b.jpg,hairband,hairband.jpg,images/hairband.jpg,images/headphones02b.jpg,images/candy.jpg,images/leek.jpg,Ist das ein Bild von einem Kopfhörer?,q_u_kopfhoerer.wav,u_t_haarreif.wav,3,10,Das ist tatsächlich ein Bild von einer Haarreifen.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Haarreifen.,Haarreifen,Kopfhörer,Haarreifen,unreliable,indeed,headphones02b.jpg,hairband.jpg
200,critical,clipboard-binder,das,der,stuffedanimal02b,Ordner,Klemmbrett,nailpolish03b,clipboard,clipboard.jpg,binder,binder03b.jpg,images/stuffedanimal02b.jpg,images/binder03b.jpg,images/clipboard.jpg,images/nailpolish03b.jpg,Ist das ein Bild von einem Klemmbrett?,q_u_klemmbrett.wav,u_t_ordner.wav,4,10,Das ist tatsächlich ein Bild von einem Ordner.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Ordner.,Ordner,Klemmbrett,Ordner,unreliable,indeed,clipboard.jpg,binder03b.jpg
201,filler,redlion-fish,NA,NA,owl,badger,kangaroo,redlionfish,NA,NA,NA,NA,images/owl.jpg,images/badger.jpg,images/kangaroo.jpg,images/redlionfish.jpg,Magst du auch das rote Tier?,q_f_fisch.wav,f_fisch.wav,NA,1,"Ja, das ist ein sehr schöner Fisch.","Ja, das ist ein sehr schöner ...","Ja, | das ist | ein sehr schöner Fisch.",redlionfish,NA,NA,filler,NA,redlionfish.jpg,owl.jpg
202,filler,cuttlefish,NA,NA,grizzly,cuttlefish,kingfisher,mouse,NA,NA,NA,NA,images/grizzly.jpg,images/cuttlefish.jpg,images/kingfisher.jpg,images/mouse.jpg,Was ist das für ein Tier mit dem seltsamen Kopf?,q_f_tintenfisch.wav,f_tintenfisch.wav,NA,1,Das ist ein Tintenfisch.,Das ist ein ...,Das ist | ein Tintenfisch.,cuttlefish,NA,NA,filler,NA,cuttlefish.jpg,grizzly.jpg
203,filler,moose,NA,NA,pigeon,swordfish,muskox,moose,NA,NA,NA,NA,images/pigeon.jpg,images/swordfish.jpg,images/muskox.jpg,images/moose.jpg,Ist das ein Pferd?,q_f_elch.wav,f_elch.wav,NA,1,"Nein, das ist eine Elch.","Nein, das ist eine ...","Nein, | das ist | eine Elch.",moose,NA,NA,filler,NA,moose.jpg,pigeon.jpg
204,filler,ladybug,NA,NA,zebra,ostrich,ladybug03,sturgeon,NA,NA,NA,NA,images/zebra.jpg,images/ostrich.jpg,images/ladybug03.jpg,images/sturgeon.jpg,Magst du auch das Tier mit den schwarzen Punkten?,q_f_marienkaefer.wav,f_marienkaefer.wav,NA,1,"Ja, das ist ein sehr schöner Marienkäfer.","Ja, das ist ein sehr schöner ...","Ja, | das ist | ein sehr schöner Marienkäfer.",ladybug03,NA,NA,filler,NA,ladybug03.jpg,zebra.jpg
205,filler,platypus,NA,NA,cougar,platypus,greathornowl,crocodile,NA,NA,NA,NA,images/cougar.jpg,images/platypus.jpg,images/greathornowl.jpg,images/crocodile.jpg,Was ist das mit dem Schabel für ein Tier?,q_f_schnabeltier.wav,f_schnabeltier.wav,NA,1,Das ist ein Schnabeltier.,Das ist ein ...,Das ist | ein Schnabeltier.,platypus,NA,NA,filler,NA,platypus.jpg,cougar.jpg
206,filler,black-bear,NA,NA,bat,pig,salmon,blackbear,NA,NA,NA,NA,images/bat.jpg,images/pig.jpg,images/salmon.jpg,images/blackbear.jpg,Magst du auch das große schwarze Tier?,q_f_baer.wav,f_baer.wav,NA,1,"Ja, das ist ein sehr schöner schwarzer Bär.","Ja, das ist ein sehr schöner schwarzer ...","Ja, | das ist | ein sehr schöner schwarzer Bär.",blackbear,NA,NA,filler,NA,blackbear.jpg,bat.jpg
207,filler,penguin,NA,NA,grasshopper,whitetiger,cow,penguin,NA,NA,NA,NA,images/grasshopper.jpg,images/whitetiger.jpg,images/cow.jpg,images/penguin.jpg,Ist das ein Pinguin?,q_f_pinguin.wav,f_pinguin.wav,NA,2,"Ja, das ist ein Pinguin.","Ja, das ist ein ...","Ja, | das ist | ein Pinguin.",penguin,NA,NA,filler,NA,penguin.jpg,grasshopper.jpg
208,filler,clownfish,NA,NA,bassethound,americanwhitepelican,honeybee,clownfish,NA,NA,NA,NA,images/bassethound.jpg,images/americanwhitepelican.jpg,images/honeybee.jpg,images/clownfish.jpg,Wie heißt das orangene Tier?,q_f_clownfisch.wav,f_clownfisch.wav,NA,2,Das ist ein Clownfisch.,Das ist ein ...,Das ist | ein Clownfisch.,clownfish,NA,NA,filler,NA,clownfish.jpg,bassethound.jpg
209,filler,whale,NA,NA,whaleshark,caribou,asianelephant,scorpion,NA,NA,NA,NA,images/whaleshark.jpg,images/caribou02.jpg,images/asianelephant.jpg,images/scorpion.jpg,Ist das ein Fisch?,q_f_wal.wav,f_wal.wav,NA,2,"Nein, das ist ein Waal.","Nein, das ist ein ...","Nein, | das ist | ein Waal.",whaleshark,NA,NA,filler,NA,whaleshark.jpg,asianelephant.jpg
210,filler,proboscis-monkey,NA,NA,proboscismonkey,giraffe,monarchbutterfly,saintbernard,NA,NA,NA,NA,images/proboscismonkey.jpg,images/giraffe.jpg,images/monarchbutterfly.jpg,images/saintbernard.jpg,Findest du das Tier mit der dicken Nase auch lustig?,q_f_affe.wav,f_affe.wav,NA,2,"Ja, das ist ein lustiger Affee.","Ja, das ist ein lustiger ...","Ja, | das ist | ein lustiger Affee.",proboscismonkey,NA,NA,filler,NA,proboscismonkey.jpg,saintbernard.jpg
211,filler,peacock,NA,NA,seaturtle,pugdog,peacock,swallow,NA,NA,NA,NA,images/seaturtle.jpg,images/pugdog.jpg,images/peacock.jpg,images/swallow.jpg,Wie heißt das bunte Tier?,q_f_pfau.wav,f_pfau.wav,NA,2,Das ist ein Pfau.,Das ist ein ...,Das ist | ein Pfau.,peacock,NA,NA,filler,NA,peacock.jpg,seaturtle.jpg
212,filler,cheetah,NA,NA,cheetah,cormorant,africanelephant,swan,NA,NA,NA,NA,images/cheetah.jpg,images/cormorant.jpg,images/africanelephant.jpg,images/swan.jpg,"Findest du nicht, dass dieses Tier schöne Punkte hat?",q_f_gepard.wav,f_gepard.wav,NA,2,"Ja, der Gepard hat schöne Flecken.","Ja, der ... hat schöne Flecken.","Ja, | der Gepard hat | schöne Flecken.",cheetah,NA,NA,filler,NA,cheetah.jpg,cormorant.jpg
213,filler,beluga-whale,NA,NA,barnowl,tarantula,siamesecat,belugawhale,NA,NA,NA,NA,images/barnowl.jpg,images/tarantula.jpg,images/siamesecat.jpg,images/belugawhale.jpg,Magst du auch das weiße Tier?,q_f_suesserwal.wav,f_suesserwal.wav,NA,3,"Ja, das ist ein süßer Waal.","Ja, das ist ein süßer ...","Ja, | das ist | ein süßer Waal.",belugawhale,NA,NA,filler,NA,belugawhale.jpg,barnowl.jpg
214,filler,nyala,NA,NA,heron01,nyala,stuffedpuffin,dalmatian,NA,NA,NA,NA,images/heron01.jpg,images/nyala.jpg,images/stuffedpuffin.jpg,images/dalmatian.jpg,Was ist das für ein Tier mit den langen Hörnern?,q_f_nyala.wav,f_nyala.wav,NA,3,Ich glaube das ist ein Nyala.,Ich glaube das ist ein ...,"Ich glaube, | das ist | ein Nyala.",nyala,NA,NA,filler,NA,nyala.jpg,heron01.jpg
215,filler,horseshoe-crab,NA,NA,butterfly,horseshoecrab,porcupine,slug,NA,NA,NA,NA,images/butterfly.jpg,images/horseshoecrab.jpg,images/porcupine.jpg,images/slug.jpg,Ist das ein Stachelrochen?,q_f_pfeilschwanzkrebs.wav,f_pfeilschwanzkrebs.wav,NA,3,"Nein, das ist ein Pfeilschwanzkrebs, der hat eine harte Schale.","Nein, das ist ein ..., der hat eine harte Schale.","Nein, | das ist | ein Pfeilschwanzkrebs, | der hat | eine harte Schale.",horseshoecrab,NA,NA,filler,NA,horseshoecrab.jpg,butterfly.jpg
216,filler,pirate-flag,NA,NA,trumpet,rose,pirateflag,chefshat,NA,NA,NA,NA,images/trumpet.jpg,images/rose.jpg,images/pirateflag.jpg,images/chefshat.jpg,Findest du das Ding mit dem Totenkopf auch gruselig?,q_f_piratenflagge.wav,f_piratenflagge.wav,NA,3,"Ja, die Piratenflagge ist ein bisschen gruselig.","Ja, die ... ist ein bisschen gruselig.","Ja, | die Piratenflagge ist | ein bisschen gruselig.",pirateflag,NA,NA,filler,NA,pirateflag.jpg,trumpet.jpg
217,filler,do-not-walk-sign,NA,NA,cartonofeggs,donotwalksign,key07,shoppingcart,NA,NA,NA,NA,images/cartonofeggs.jpg,images/donotwalksign.jpg,images/key07.jpg,images/shoppingcart.jpg,"Bedeutet dieses Zeichen, dass man nicht gehen darf?",q_f_zeichen.wav,f_zeichen.wav,NA,3,"Ja, dieses Zeichen bedeutet, dass man warten soll.","Ja, dieses ... bedeutet, dass man warten soll.","Ja, | dieses Zeichen bedeutet, | dass man warten soll.",donotwalksign,NA,NA,filler,NA,donotwalksign.jpg,cartonofeggs.jpg
218,filler,tricycle,NA,NA,rockinghorse,castletower,drinkshaker,tricycle,NA,NA,NA,NA,images/rockinghorse.jpg,images/castletower.jpg,images/drinkshaker.jpg,images/tricycle.jpg,Wie heißt das Ding mit den drei Rädern?,q_f_dreirad.wav,f_dreirad.wav,NA,3,Das ist ein Dreirad.,Das ist ein ...,Das ist | ein Dreirad.,tricycle,NA,NA,filler,NA,tricycle.jpg,rockinghorse.jpg
219,filler,frisbee,NA,NA,ferry,trailer,frisbee,shipinabottle,NA,NA,NA,NA,images/ferry.jpg,images/trailer.jpg,images/frisbee.jpg,images/shipinabottle.jpg,"Wie heißt das gelbe Ding, was man werfen kann?",q_f_frisbee.wav,f_frisbee.wav,NA,4,Das ist eine Frisbee.,Das ist eine ...,Das ist | eine Frisbee.,frisbee,NA,NA,filler,NA,frisbee.jpg,ferry.jpg
220,filler,cactus,NA,NA,safetyglasses,locker,cactus,soccercleat01,NA,NA,NA,NA,images/safetyglasses.jpg,images/locker.jpg,images/cactus.jpg,images/soccercleat01.jpg,"Findest du nicht, dass dieses hier stachelig ist?",q_f_kakteen.wav,f_kakteen.wav,NA,4,"Ja, Kakteen sind meistens sehr stachelig.","Ja, ... sind meistens sehr stachelig.","Ja, | Kakteen sind meistens | sehr stachelig.",cactus,NA,NA,filler,NA,cactus.jpg,safetyglasses.jpg
221,filler,toilet-brush,NA,NA,outdoorfireplace,toiletbrush,strap,grill,NA,NA,NA,NA,images/outdoorfireplace.jpg,images/toiletbrush.jpg,images/strap.jpg,images/grill.jpg,Ist das große weiße Ding für die Toilette?,q_f_klobuerste.wav,f_klobuerste.wav,NA,4,"Ja, das ist eine Klobürste.","Ja, das ist eine ...","Ja, | das ist | eine Klobürste.",toiletbrush,NA,NA,filler,NA,toiletbrush.jpg,outdoorfireplace.jpg
222,filler,lawn-mower,NA,NA,firtree,lawnmower,washingmachine,watercooler,NA,NA,NA,NA,images/firtree.jpg,images/lawnmower.jpg,images/washingmachine.jpg,images/watercooler.jpg,Benutzt man das hier zum Gras schneiden?,q_f_rasenmaeher.wav,f_rasenmaeher.wav,NA,4,"Ja, das nennt sich Rasenmäher.","Ja, das nennt sich ...","Ja, | das nennt sich | Rasenmäher.",lawnmower,NA,NA,filler,NA,lawnmower.jpg,firtree.jpg
223,filler,school-bus,NA,NA,bucket02,schoolbus,worldmap,cleaver02,NA,NA,NA,NA,images/bucket02.jpg,images/schoolbus.jpg,images/worldmap.jpg,images/cleaver02.jpg,Magst du auch das gelbe Ding?,q_f_schulbus.wav,f_schulbus.wav,NA,4,"Ja, das ist ein schöner Schulbus.","Ja, das ist ein schöner ...","Ja, | das ist | ein schöner Schulbus.",schoolbus,NA,NA,filler,NA,schoolbus.jpg,bucket02.jpg
224,filler,weather-vane,NA,NA,weathervane,tree,pipe,coathook,NA,NA,NA,NA,images/weathervane.jpg,images/tree.jpg,images/pipe.jpg,images/coathook.jpg,Ist das etwas was man auf Hausdächern sieht?,q_f_wetterfahne.wav,f_wetterfahne.wav,NA,4,"Ja, das nennt sich Wetterfahne.","Ja, das nennt sich ...","Ja, | das nennt sich | Wetterfahne.",weathervane,NA,NA,filler,NA,weathervane.jpg,tree.jpg
225,filler,boxing-glove,NA,NA,pedestriancrossingsign,stovetop,hedgeshears,boxingglove01,NA,NA,NA,NA,images/pedestriancrossingsign.jpg,images/stovetop.jpg,images/hedgeshears.jpg,images/boxingglove01.jpg,Ist das etwas was man zum Kämpfen benutzt?,q_f_boxhandschuh.wav,f_boxhandschuh.wav,NA,5,"Ja, das ist ein Boxhandschuh.","Ja, das ist ein ?","Ja, | das ist | ein Boxhandschuh.",boxingglove01,NA,NA,filler,NA,boxingglove01.jpg,pedestriancrossingsign.jpg
226,filler,office-chair,NA,NA,diploma02,gravyboat,crosscountryski,officechair03,NA,NA,NA,NA,images/diploma02.jpg,images/gravyboat.jpg,images/crosscountryski.jpg,images/officechair03.jpg,"Findest du auch, dass das Schwarze gemütlich aussieht?",q_f_stuhl.wav,f_stuhl.wav,NA,5,"Ja, der Stuhl sieht sehr gemütlich aus.","Ja, der ... sieht sehr gemütlich aus.","Ja, | der Stuhl sieht | sehr gemütlich aus.",officechair03,NA,NA,filler,NA,officechair03.jpg,diploma02.jpg
227,filler,cement-truck,NA,NA,cementtruck,angelstatue,airconditioner,woodencrate01,NA,NA,NA,NA,images/cementtruck.jpg,images/angelstatue.jpg,images/airconditioner.jpg,images/woodencrate01.jpg,Transportiert das hier Wasser?,q_f_zement.wav,f_zement.wav,NA,5,"Nein, das transportiert Zement.","Nein, das transportiert ...","Nein, | das transportiert | Zement.",cementtruck,NA,NA,filler,NA,cementtruck.jpg,woodencrate01.jpg
228,filler,cello,NA,NA,towelrack,coffeemachine,cello,football,NA,NA,NA,NA,images/towelrack.jpg,images/coffeemachine.jpg,images/cello.jpg,images/football.jpg,Ist das eine Geige?,q_f_cello.wav,f_cello.wav,NA,5,"Nein, das hier ist größer. Das ist ein Cello.","Nein, das hier ist größer. Das ist ein ...","Nein, | das hier ist größer. | Das ist | ein Cello.",cello,NA,NA,filler,NA,cello.jpg,towelrack.jpg
229,filler,lighthouse,NA,NA,lighthouse,barbecuelighter,lunchbag,bowtie,NA,NA,NA,NA,images/lighthouse.jpg,images/barbecuelighter.jpg,images/lunchbag.jpg,images/bowtie.jpg,"Ist das das große Ding, was wir am Strand gesehen haben?",q_f_leuchtturm.wav,f_leuchtturm.wav,NA,5,"Ja, das ist ein Leuchtturm.","Ja, das ist ein ...","Ja, | das ist | ein Leuchtturm.",lighthouse,NA,NA,filler,NA,lighthouse.jpg,lunchbag.jpg
230,filler,honeycomb,NA,NA,windshieldwiper,wallclock,machete,honeycomb,NA,NA,NA,NA,images/windshieldwiper02.jpg,images/wallclock.jpg,images/machete.jpg,images/honeycomb.jpg,"Ist das gelbe Ding, das, wovon wir Honig bekommen?",q_f_bienenwabe.wav,f_bienenwabe.wav,NA,5,"Ja, das ist eine Bienenwabe.","Ja, das ist eine ...","Ja, | das ist | eine Bienenwabe.",honeycomb,NA,NA,filler,NA,honeycomb.jpg,windshieldwiper02.jpg
231,filler,swiss-army-knife,NA,NA,litterbox,swissarmyknife01a,rockingchair,wheat,NA,NA,NA,NA,images/litterbox.jpg,images/swissarmyknife01a.jpg,images/rockingchair.jpg,images/wheat.jpg,Ist das ein Messer?,q_f_taschenmesser.wav,f_schweizertaschenmesser.wav,NA,6,"Ja, das ist ein schweizer Taschenmesser.","Ja, das ist ein schweizer ...","Ja, | das ist | ein schweizer Taschenmesser.",swissarmyknife01a,NA,NA,filler,NA,swissarmyknife01a.jpg,litterbox.jpg
232,filler,wagon-wheel,NA,NA,kidpicnictable,menwashroomsign,aloe01,wagonwheel,NA,NA,NA,NA,images/kidpicnictable.jpg,images/menwashroomsign.jpg,images/aloe01.jpg,images/wagonwheel.jpg,Magst du auch das große Rad?,q_f_wagenrad.wav,f_wagenrad.wav,NA,6,"Ja, das ist ein großes Wagenrad.","Ja, das ist ein großes ...","Ja, | das ist | ein großes Wagenrad.",wagonwheel,NA,NA,filler,NA,wagonwheel.jpg,kidpicnictable.jpg
233,filler,Rubiks-cube,NA,NA,dishrack,securitycamera,rubikcube,apron,NA,NA,NA,NA,images/dishrack.jpg,images/securitycamera.jpg,images/rubikcube.jpg,images/apron.jpg,Wie heißt das bunte Ding?,q_f_zauberwuerfel.wav,f_zauberwuerfel.wav,NA,6,Das ist ein Zauberwürfel.,Das ist ein ...,Das ist | ein Zauberwürfel.,rubikcube,NA,NA,filler,NA,rubikcube.jpg,dishrack.jpg
234,filler,daffodil,NA,NA,lilypad,fighterjet,stubbywrench01a,daffodil,NA,NA,NA,NA,images/lilypad.jpg,images/fighterjet.jpg,images/stubbywrench01a.jpg,images/daffodil.jpg,Magst du auch das gelbe Ding?,q_f_narzisse.wav,f_narzisse.wav,NA,6,"Ja, das ist eine schöne Narzisse.","Ja, das ist eine schöne ...","Ja, | das ist | eine schöne Narzisse.",daffodil,NA,NA,filler,NA,daffodil.jpg,lilypad.jpg
235,filler,marble,NA,NA,watervalve,marble,lintroller,powerchair,NA,NA,NA,NA,images/waterwalve.jpg,images/marble.jpg,images/lintroller.jpg,images/powerchair.jpg,Magst du auch das blau und gelb gefärbte Ding?,q_f_murmel.wav,f_murmel.wav,NA,6,"Ja, das ist eine schöne Murmel.","Ja, das ist eine schöne ...","Ja, | das ist | eine schöne Murmel.",marble,NA,NA,filler,NA,marble.jpg,watervalve.jpg
236,filler,boat,NA,NA,boat,aquarium,officecabinet,halogenlightbulb,NA,NA,NA,NA,images/boat.jpg,images/aquarium.jpg,images/officecabinet.jpg,images/halogenlightbulb.jpg,Ist das ein Boot?,q_f_boot.wav,f_boot.wav,NA,6,"Ja, das ist ein Boot.","Ja, das ist ein ...","Ja, | das ist | ein Boot.",boat,NA,NA,filler,NA,boat.jpg,officecabinet.jpg
237,filler,recycling-bin,NA,NA,skateboard,recyclingbin,lily,kiwi03,NA,NA,NA,NA,images/skateboard.jpg,images/recyclingbin.jpg,images/lily.jpg,images/kiwi03.jpg,Benutzt man das um Müll zu recyclen?,q_f_kiste.wav,f_kistewiederverwerten.wav,NA,7,"Ja, das ist eine Kiste zum Wiederverwerten.","Ja, das ist eine ... zum Wiederverwerten.","Ja, | das ist | eine Kiste zum Wiederverwerten.",recyclingbin,NA,NA,filler,NA,recyclingbin.jpg,skateboard.jpg
238,filler,artichoke,NA,NA,artichoke01b,waterfountain02,pumpkin,atm,NA,NA,NA,NA,images/artichoke01b.jpg,images/waterfountain02.jpg,images/pumpkin.jpg,images/atm.jpg,Ist das eine Blume?,q_f_artischoke.wav,f_artischoke.wav,NA,7,"Nein, das ist eine Artischocke, man kann sie kochen.","Nein, das ist eine ..., man kann sie kochen.","Nein, | das ist | eine Artischocke, | man kann sie kochen.",artichoke01b,NA,NA,filler,NA,artichoke01b.jpg,pumpkin.jpg
239,filler,wedding-cake,NA,NA,weddingcake,toysoldier01b,womenwashroomsign,mirror02,NA,NA,NA,NA,images/weddingcake.jpg,images/toysoldier01b.jpg,images/womenwashroomsign.jpg,images/mirror02.jpg,Magst du auch das sehr schöne Ding mit den drei Lagen?,q_f_hochzeitskuchen.wav,f_hochzeitskuchen.wav,NA,7,"Ja, das ist ein schöner Hochzeitskuchen.","Ja, das ist ein schöner ...","Ja, | das ist | ein schöner Hochzeitskuchen.",weddingcake,NA,NA,filler,NA,weddingcake.jpg,toysoldier01b.jpg
240,filler,vacuum-cleaner,NA,NA,vacuumcleaner01,flipflop01b,curtain,drumset,NA,NA,NA,NA,images/vacuumcleaner01.jpg,images/flipflop01b.jpg,images/curtain.jpg,images/drumset.jpg,Macht man hiermit den Boden sauber?,q_f_staubsauger.wav,f_staubsauger.wav,NA,7,"Ja, das ist ein Staubsauger.","Ja, das ist ein ...","Ja, | das ist | ein Staubsauger.",vacuumcleaner01,NA,NA,filler,NA,vacuumcleaner01.jpg,drumset.jpg
241,filler,painting,NA,NA,entrancegate,cashregister01,exitsign,painting,NA,NA,NA,NA,images/entrancegate.jpg,images/cashregister01.jpg,images/exitsign.jpg,images/painting.jpg,Magst du auch das Ding mit der Blume?,q_f_gemaelde.wav,f_gemaelde.wav,NA,7,"Ja, das ist ein schönes Gemälde.","Ja, das ist ein schönes ...","Ja, | das ist | ein schönes Gemälde.",painting,NA,NA,filler,NA,painting.jpg,entrancegate.jpg
242,filler,hubcap,NA,NA,exercisemachine,hubcap,crown,discoball,NA,NA,NA,NA,images/exercisemachine.jpg,images/hubcap.jpg,images/crown.jpg,images/discoball.jpg,Gehört das auf Autoräder?,q_f_radkappe.wav,f_radkappe.wav,NA,7,"Ja, das ist eine Radkappe.","Ja, das ist eine ...","Ja, | das ist | eine Radkappe.",hubcap,NA,NA,filler,NA,hubcap.jpg,exercisemachine.jpg
243,filler,chess-knight,NA,NA,visor,bassguitar,chessknight03a,aluminiumfoil,NA,NA,NA,NA,images/visor.jpg,images/bassguitar.jpg,images/chessknight03a.jpg,images/aluminiumfoil.jpg,"Magst du auch das Ding, was wie ein Pferd aussieht?",q_f_springerschach.wav,f_springerschach.wav,NA,8,"Ja, das ist ein Springer im Schach.","Ja, das ist ein ...","Ja, | das ist | ein Springer im Schach.",chessknight03a,NA,NA,filler,NA,chessknight03a.jpg,visor.jpg
244,filler,delivery-truck,NA,NA,projectorscreen,microphone01,mailtruck,pitchfork,NA,NA,NA,NA,images/projectorscreen.jpg,images/microphone01.jpg,images/mailtruck.jpg,images/pitchfork.jpg,Ist das ein Lieferwagen?,q_f_lieferwagen.wav,f_lieferwagen.wav,NA,8,"Ja, das ist ein Lieferwagen.","Ja, das ist ein ...","Ja, | das ist | ein Lieferwagen.",mailtruck,NA,NA,filler,NA,mailtruck.jpg,projectorscreen.jpg
245,filler,call-bell,NA,NA,skippingrope,cakeplatter,callbell,powerline,NA,NA,NA,NA,images/skippingrope.jpg,images/cakeplatter.jpg,images/callbell.jpg,images/powerline.jpg,Ist das eine Türglocke?,q_f_klingel.wav,f_klingel.wav,NA,8,"Nein, das ist eine Klingel.","Nein, das ist eine ...","Nein, | das ist | eine Klingel.",callbell,NA,NA,filler,NA,callbell.jpg,skippingrope.jpg
246,filler,napkin,NA,NA,napkin,cymbal,outdoorchair,spotlight,NA,NA,NA,NA,images/napkin.jpg,images/cymbal.jpg,images/outdoorchair.jpg,images/spotlight.jpg,Magst du auch das bunte Ding?,q_f_serviette.wav,f_servierte.wav,NA,8,"Ja, das ist eine sehr schöne Serviette.","Ja, das ist eine sehr schöne ...","Ja, | das ist | eine sehr schöne Serviette.",napkin,NA,NA,filler,NA,napkin.jpg,spotlight.jpg
247,filler,guitar,NA,NA,electricguitar01,smartboard,toyanimal05,alarmsystem,NA,NA,NA,NA,images/electricguitar01.jpg,images/smartboard.jpg,images/toyanimal05.jpg,images/alarmsystem.jpg,Ist das eine Gitarre?,q_f_gitarre.wav,f_gitarre.wav,NA,8,"Ja, das ist eine Gitarre.","Ja, das ist eine ...","Ja, | das ist | eine Gitarre.",electricguitar01,NA,NA,filler,NA,electricguitar01.jpg,toyanimal05.jpg
248,filler,waffle-maker,NA,NA,flower01,wafflemaker,scooter,chandelier,NA,NA,NA,NA,images/flower01.jpg,images/wafflemaker.jpg,images/scooter.jpg,images/chandelier.jpg,Benutzt man das hier um Waffeln zu machen?,q_f_waffeleisen.wav,f_waffeleisen.wav,NA,8,"Ja, das ist ein Waffeleisen.","Ja, das ist ein ...","Ja, | das ist | ein Waffeleisen.",wafflemaker,NA,NA,filler,NA,wafflemaker.jpg,flower01.jpg
249,filler,rake,NA,NA,dresser02,busshelter,bowrake,megaphone,NA,NA,NA,NA,images/dresser02.jpg,images/busshelter.jpg,images/bowrake.jpg,images/megaphone.jpg,Benutzt man das hier für Blätter?,q_f_harke.wav,f_harke.wav,NA,9,"Ja, das nennt sich Harke.","Ja, das nennt sich ...","Ja, | das nennt sich | Harke.",bowrake,NA,NA,filler,NA,bowrake.jpg,dresser02.jpg
250,filler,beach-umbrella,NA,NA,muffintray01,beachumbrella01,boxtrailer,whiteout,NA,NA,NA,NA,images/muffintray01.jpg,images/beachumbrella01.jpg,images/boxtrailer.jpg,images/whiteout.jpg,Benutzt man das hier am Strand?,q_f_sonnenschirm.wav,f_sonnenschirm.wav,NA,9,"Ja, das ist ein Sonnenschirm.","Ja, das ist ein ...","Ja, | das ist | ein Sonnenschirm.",beachumbrella01,NA,NA,filler,NA,beachumbrella01.jpg,muffintray01.jpg
